"Day","Animal","Group","TV"
54,"Therapy_A_11","Therapy_A",3146.04871359302
57,"Therapy_A_11","Therapy_A",4104.3736903873
60,"Therapy_A_11","Therapy_A",2471.34946166634
0,"Therapy_A_12","Therapy_A",82.8495534108638
3,"Therapy_A_12","Therapy_A",156.572471296251
6,"Therapy_A_12","Therapy_A",247.923274390608
9,"Therapy_A_12","Therapy_A",249.98228239991
12,"Therapy_A_12","Therapy_A",475.065039394594
15,"Therapy_A_12","Therapy_A",391.224261801733
18,"Therapy_A_12","Therapy_A",494.728855444234
21,"Therapy_A_12","Therapy_A",874.400599807254
24,"Therapy_A_12","Therapy_A",863.919822631128
27,"Therapy_A_12","Therapy_A",961.019253237848
30,"Therapy_A_12","Therapy_A",1610.67564058749
33,"Therapy_A_12","Therapy_A",1803.04685896492
36,"Therapy_A_12","Therapy_A",2443.95561522799
39,"Therapy_A_12","Therapy_A",2262.84188822399
42,"Therapy_A_12","Therapy_A",3869.6647448251
45,"Therapy_A_12","Therapy_A",2358.95414184985
48,"Therapy_A_12","Therapy_A",1621.48993173738
51,"Therapy_A_12","Therapy_A",5626.652282086
54,"Therapy_A_12","Therapy_A",3675.18414048094
57,"Therapy_A_12","Therapy_A",3491.60491286312
60,"Therapy_A_12","Therapy_A",2404.90635453342
0,"Therapy_A_13","Therapy_A",131.683134768422
3,"Therapy_A_13","Therapy_A",230.377311818834
6,"Therapy_A_13","Therapy_A",268.671035161109
9,"Therapy_A_13","Therapy_A",274.468667692152
12,"Therapy_A_13","Therapy_A",835.302580982339
15,"Therapy_A_13","Therapy_A",724.911587992027
18,"Therapy_A_13","Therapy_A",825.327025010991
21,"Therapy_A_13","Therapy_A",1053.24936035711
24,"Therapy_A_13","Therapy_A",1225.18562710446
27,"Therapy_A_13","Therapy_A",1638.09025044275
30,"Therapy_A_13","Therapy_A",1725.27490180388
33,"Therapy_A_13","Therapy_A",2296.14405332436
36,"Therapy_A_13","Therapy_A",2450.16282530836
39,"Therapy_A_13","Therapy_A",2477.56761969066
42,"Therapy_A_13","Therapy_A",1489.01909434869
45,"Therapy_A_13","Therapy_A",2769.9179637921
48,"Therapy_A_13","Therapy_A",3013.54239051872
51,"Therapy_A_13","Therapy_A",4396.35710502481
54,"Therapy_A_13","Therapy_A",3775.08070020493
57,"Therapy_A_13","Therapy_A",3020.59566230749
60,"Therapy_A_13","Therapy_A",2750.75913443418
0,"Therapy_A_14","Therapy_A",102.944897262968
3,"Therapy_A_14","Therapy_A",210.409855629352
6,"Therapy_A_14","Therapy_A",228.277868115236
9,"Therapy_A_14","Therapy_A",297.563926685548
12,"Therapy_A_14","Therapy_A",324.548685562555
15,"Therapy_A_14","Therapy_A",570.73768199828
18,"Therapy_A_14","Therapy_A",1058.91788162967
21,"Therapy_A_14","Therapy_A",841.315415885225
24,"Therapy_A_14","Therapy_A",645.215109778576
27,"Therapy_A_14","Therapy_A",1687.10460162991
30,"Therapy_A_14","Therapy_A",2335.40198147038
33,"Therapy_A_14","Therapy_A",1654.34084145174
36,"Therapy_A_14","Therapy_A",1940.04616993111
39,"Therapy_A_14","Therapy_A",2266.96130539444
42,"Therapy_A_14","Therapy_A",3419.25468227505
45,"Therapy_A_14","Therapy_A",2997.86395945322
48,"Therapy_A_14","Therapy_A",2413.16708338175
51,"Therapy_A_14","Therapy_A",2493.80522940424
54,"Therapy_A_14","Therapy_A",3833.34311364943
57,"Therapy_A_14","Therapy_A",4898.16689048618
60,"Therapy_A_14","Therapy_A",5523.62496665194
0,"Therapy_A_15","Therapy_A",77.7007937263287
3,"Therapy_A_15","Therapy_A",91.6106721764283
6,"Therapy_A_15","Therapy_A",270.731137330623
9,"Therapy_A_15","Therapy_A",603.185419277395
12,"Therapy_A_15","Therapy_A",530.275074165615
15,"Therapy_A_15","Therapy_A",675.833721208749
18,"Therapy_A_15","Therapy_A",644.929477051617
21,"Therapy_A_15","Therapy_A",1439.5609014313
24,"Therapy_A_15","Therapy_A",1176.71782087413
27,"Therapy_A_15","Therapy_A",2059.67590656325
30,"Therapy_A_15","Therapy_A",2122.90744766169
33,"Therapy_A_15","Therapy_A",1399.90284571919
36,"Therapy_A_15","Therapy_A",3117.49251091125
39,"Therapy_A_15","Therapy_A",1942.22825039799
42,"Therapy_A_15","Therapy_A",2353.86944544057
45,"Therapy_A_15","Therapy_A",3064.35641552443
48,"Therapy_A_15","Therapy_A",4544.82434272118
51,"Therapy_A_15","Therapy_A",2608.27242064598
54,"Therapy_A_15","Therapy_A",3784.61155380389
57,"Therapy_A_15","Therapy_A",3630.63101752439
60,"Therapy_A_15","Therapy_A",3443.1429800628
0,"Therapy_A_16","Therapy_A",50.5403158790438
3,"Therapy_A_16","Therapy_A",61.6147718753789
6,"Therapy_A_16","Therapy_A",170.067884464703
9,"Therapy_A_16","Therapy_A",178.260812038063
12,"Therapy_A_16","Therapy_A",260.848814974553
15,"Therapy_A_16","Therapy_A",560.870925470626
18,"Therapy_A_16","Therapy_A",537.47476089972
21,"Therapy_A_16","Therapy_A",729.670689291272
24,"Therapy_A_16","Therapy_A",1545.80277423959
27,"Therapy_A_16","Therapy_A",1147.11295399069
30,"Therapy_A_16","Therapy_A",2074.57276843951
33,"Therapy_A_16","Therapy_A",1834.83181037255
36,"Therapy_A_16","Therapy_A",2793.45339141398
39,"Therapy_A_16","Therapy_A",3227.9983049031
42,"Therapy_A_16","Therapy_A",2330.75475492833
45,"Therapy_A_16","Therapy_A",2402.33603763267
48,"Therapy_A_16","Therapy_A",2846.41983236837
51,"Therapy_A_16","Therapy_A",1409.81674688738
54,"Therapy_A_16","Therapy_A",3373.80183250747
57,"Therapy_A_16","Therapy_A",3082.79275321897
60,"Therapy_A_16","Therapy_A",4601.30944686031
0,"Therapy_A_17","Therapy_A",98.0989841310607
3,"Therapy_A_17","Therapy_A",174.057339788448
6,"Therapy_A_17","Therapy_A",209.674509493406
9,"Therapy_A_17","Therapy_A",334.145218471979
12,"Therapy_A_17","Therapy_A",558.636833026476
15,"Therapy_A_17","Therapy_A",448.934081637567
18,"Therapy_A_17","Therapy_A",968.602961813436
21,"Therapy_A_17","Therapy_A",1167.09948585621
24,"Therapy_A_17","Therapy_A",915.172484325711
27,"Therapy_A_17","Therapy_A",908.331087220014
30,"Therapy_A_17","Therapy_A",1333.8668837674
33,"Therapy_A_17","Therapy_A",3304.54261641392
36,"Therapy_A_17","Therapy_A",1906.69052621956
39,"Therapy_A_17","Therapy_A",2924.03712155944
42,"Therapy_A_17","Therapy_A",3290.97293681242
45,"Therapy_A_17","Therapy_A",4381.94883858872
48,"Therapy_A_17","Therapy_A",4179.27963484839
51,"Therapy_A_17","Therapy_A",3492.49447271857
54,"Therapy_A_17","Therapy_A",4349.2040077624
57,"Therapy_A_17","Therapy_A",2095.60501832254
60,"Therapy_A_17","Therapy_A",4182.02764779638
0,"Therapy_A_18","Therapy_A",113.249998796787
3,"Therapy_A_18","Therapy_A",105.836164672749
6,"Therapy_A_18","Therapy_A",406.633573475275
9,"Therapy_A_18","Therapy_A",241.715323354928
12,"Therapy_A_18","Therapy_A",442.955603151373
15,"Therapy_A_18","Therapy_A",466.506402526615
18,"Therapy_A_18","Therapy_A",963.667021266131
21,"Therapy_A_18","Therapy_A",988.302999380125
24,"Therapy_A_18","Therapy_A",1766.11704331778
27,"Therapy_A_18","Therapy_A",845.131876562473
30,"Therapy_A_18","Therapy_A",2182.57066154436
33,"Therapy_A_18","Therapy_A",3542.03171426809
36,"Therapy_A_18","Therapy_A",2256.40090317516
39,"Therapy_A_18","Therapy_A",3036.74201525581
42,"Therapy_A_18","Therapy_A",3751.609046582
45,"Therapy_A_18","Therapy_A",2635.99625892971
48,"Therapy_A_18","Therapy_A",2578.47324908223
51,"Therapy_A_18","Therapy_A",2761.31622874677
54,"Therapy_A_18","Therapy_A",2820.01302323535
57,"Therapy_A_18","Therapy_A",3871.36829871893
60,"Therapy_A_18","Therapy_A",4167.11049222335
0,"Therapy_A_19","Therapy_A",84.8457854371304
3,"Therapy_A_19","Therapy_A",166.767003539751
6,"Therapy_A_19","Therapy_A",219.801747548847
9,"Therapy_A_19","Therapy_A",216.808694167835
12,"Therapy_A_19","Therapy_A",719.96918292109
15,"Therapy_A_19","Therapy_A",728.920126690326
18,"Therapy_A_19","Therapy_A",1012.85944948364
21,"Therapy_A_19","Therapy_A",915.998672452196
24,"Therapy_A_19","Therapy_A",546.107869423905
27,"Therapy_A_19","Therapy_A",1125.10713277245
30,"Therapy_A_19","Therapy_A",2014.19752146645
33,"Therapy_A_19","Therapy_A",2137.01392715545
36,"Therapy_A_19","Therapy_A",2493.02987941171
39,"Therapy_A_19","Therapy_A",2734.32628265944
42,"Therapy_A_19","Therapy_A",3159.27540980977
45,"Therapy_A_19","Therapy_A",1953.50406532275
48,"Therapy_A_19","Therapy_A",3240.37469935013
51,"Therapy_A_19","Therapy_A",2948.93218727863
54,"Therapy_A_19","Therapy_A",2778.2843738529
57,"Therapy_A_19","Therapy_A",4906.01392157664
60,"Therapy_A_19","Therapy_A",2447.88542279708
0,"Therapy_A_20","Therapy_A",80.84178781805
3,"Therapy_A_20","Therapy_A",127.61960085117
6,"Therapy_A_20","Therapy_A",164.739144452421
9,"Therapy_A_20","Therapy_A",223.19928561932
12,"Therapy_A_20","Therapy_A",372.911545828499
15,"Therapy_A_20","Therapy_A",700.523772092033
18,"Therapy_A_20","Therapy_A",1016.93690142955
21,"Therapy_A_20","Therapy_A",857.816797917161
24,"Therapy_A_20","Therapy_A",1434.54553460373
27,"Therapy_A_20","Therapy_A",1769.38640430548
30,"Therapy_A_20","Therapy_A",2523.08821691756
33,"Therapy_A_20","Therapy_A",1850.41345817019
36,"Therapy_A_20","Therapy_A",2177.49032447235
39,"Therapy_A_20","Therapy_A",2329.91413555961
42,"Therapy_A_20","Therapy_A",2901.04664009337
45,"Therapy_A_20","Therapy_A",2722.8046073895
48,"Therapy_A_20","Therapy_A",2870.94383287109
51,"Therapy_A_20","Therapy_A",2866.15626427257
54,"Therapy_A_20","Therapy_A",3493.36562112123
57,"Therapy_A_20","Therapy_A",4348.38570609371
60,"Therapy_A_20","Therapy_A",4026.69448687223
0,"Therapy_B_1","Therapy_B",77.5656864208834
3,"Therapy_B_1","Therapy_B",109.607701154484
6,"Therapy_B_1","Therapy_B",103.519040505012
9,"Therapy_B_1","Therapy_B",316.610758713247
12,"Therapy_B_1","Therapy_B",243.814287974478
15,"Therapy_B_1","Therapy_B",360.180622817556
18,"Therapy_B_1","Therapy_B",564.679632636431
21,"Therapy_B_1","Therapy_B",1062.96190523307
24,"Therapy_B_1","Therapy_B",767.289385442583
27,"Therapy_B_1","Therapy_B",936.338305704561
30,"Therapy_B_1","Therapy_B",906.354760614191
33,"Therapy_B_1","Therapy_B",639.526864246887
36,"Therapy_B_1","Therapy_B",1308.24959612306
39,"Therapy_B_1","Therapy_B",2073.81234072918
42,"Therapy_B_1","Therapy_B",3440.2000868641
45,"Therapy_B_1","Therapy_B",1833.99772362809
48,"Therapy_B_1","Therapy_B",2116.81201796432
51,"Therapy_B_1","Therapy_B",1852.33515771843
54,"Therapy_B_1","Therapy_B",1739.37479845354
57,"Therapy_B_1","Therapy_B",2098.18919994505
60,"Therapy_B_1","Therapy_B",2260.88798249069
0,"Therapy_B_2","Therapy_B",147.078547035926
3,"Therapy_B_2","Therapy_B",322.611006954678
6,"Therapy_B_2","Therapy_B",139.710352649175
9,"Therapy_B_2","Therapy_B",350.234248530422
12,"Therapy_B_2","Therapy_B",262.066750902469
15,"Therapy_B_2","Therapy_B",443.390453750117
18,"Therapy_B_2","Therapy_B",561.800505349489
21,"Therapy_B_2","Therapy_B",641.352024674302
24,"Therapy_B_2","Therapy_B",1295.80473022293
27,"Therapy_B_2","Therapy_B",1310.26428697618
30,"Therapy_B_2","Therapy_B",1304.35633161694
33,"Therapy_B_2","Therapy_B",1031.41578137955
36,"Therapy_B_2","Therapy_B",1100.7467145309
39,"Therapy_B_2","Therapy_B",1510.58810158881
42,"Therapy_B_2","Therapy_B",1518.45022870868
45,"Therapy_B_2","Therapy_B",3426.63972055887
48,"Therapy_B_2","Therapy_B",1935.89550667833
51,"Therapy_B_2","Therapy_B",3588.62319786281
54,"Therapy_B_2","Therapy_B",4232.17577234733
57,"Therapy_B_2","Therapy_B",2415.75262125335
60,"Therapy_B_2","Therapy_B",4218.64515185039
0,"Therapy_B_3","Therapy_B",119.544737275552
3,"Therapy_B_3","Therapy_B",126.044679530594
6,"Therapy_B_3","Therapy_B",148.586626828467
9,"Therapy_B_3","Therapy_B",352.004106023792
12,"Therapy_B_3","Therapy_B",415.850654929197
15,"Therapy_B_3","Therapy_B",556.781531099696
18,"Therapy_B_3","Therapy_B",675.98697350235
21,"Therapy_B_3","Therapy_B",839.140051041896
24,"Therapy_B_3","Therapy_B",984.088808252128
27,"Therapy_B_3","Therapy_B",1621.16192669131
30,"Therapy_B_3","Therapy_B",1213.43042495772
33,"Therapy_B_3","Therapy_B",1402.33803701498
36,"Therapy_B_3","Therapy_B",1553.77860504039
39,"Therapy_B_3","Therapy_B",2192.64974724397
42,"Therapy_B_3","Therapy_B",2024.70962954266
45,"Therapy_B_3","Therapy_B",1787.69981633568
48,"Therapy_B_3","Therapy_B",2572.79833745737
51,"Therapy_B_3","Therapy_B",2699.07974634233
54,"Therapy_B_3","Therapy_B",2902.41953221613
57,"Therapy_B_3","Therapy_B",5074.98973595035
60,"Therapy_B_3","Therapy_B",2374.93670811189
0,"Therapy_B_4","Therapy_B",100.198790704243
3,"Therapy_B_4","Therapy_B",254.492816985693
6,"Therapy_B_4","Therapy_B",169.007537463244
9,"Therapy_B_4","Therapy_B",290.181774927734
12,"Therapy_B_4","Therapy_B",436.210311279643
15,"Therapy_B_4","Therapy_B",399.551189093851
18,"Therapy_B_4","Therapy_B",622.420199545807
21,"Therapy_B_4","Therapy_B",791.620579902365
24,"Therapy_B_4","Therapy_B",539.197784117987
27,"Therapy_B_4","Therapy_B",1106.62372084113
30,"Therapy_B_4","Therapy_B",1285.43753051074
33,"Therapy_B_4","Therapy_B",1337.38014446732
36,"Therapy_B_4","Therapy_B",1308.12629314669
39,"Therapy_B_4","Therapy_B",2082.48071721036
42,"Therapy_B_4","Therapy_B",1241.55153892434
45,"Therapy_B_4","Therapy_B",1656.24110668648
48,"Therapy_B_4","Therapy_B",1081.45099277377
51,"Therapy_B_4","Therapy_B",2073.78009692397
54,"Therapy_B_4","Therapy_B",2450.78871442933
57,"Therapy_B_4","Therapy_B",3075.18557944308
60,"Therapy_B_4","Therapy_B",2772.25496654559
0,"Therapy_B_5","Therapy_B",139.639009501507
3,"Therapy_B_5","Therapy_B",211.768489601701
6,"Therapy_B_5","Therapy_B",210.078211210659
9,"Therapy_B_5","Therapy_B",313.27123310632
12,"Therapy_B_5","Therapy_B",437.430535383561
15,"Therapy_B_5","Therapy_B",548.456067131448
18,"Therapy_B_5","Therapy_B",651.239471872716
21,"Therapy_B_5","Therapy_B",685.807123742962
24,"Therapy_B_5","Therapy_B",925.954711681607
27,"Therapy_B_5","Therapy_B",940.491336641401
30,"Therapy_B_5","Therapy_B",1443.7644261359
33,"Therapy_B_5","Therapy_B",1485.26178422233
36,"Therapy_B_5","Therapy_B",1284.52549445575
39,"Therapy_B_5","Therapy_B",2647.19511775983
42,"Therapy_B_5","Therapy_B",1938.69417736
45,"Therapy_B_5","Therapy_B",2696.46733902366
48,"Therapy_B_5","Therapy_B",3118.49500136282
51,"Therapy_B_5","Therapy_B",2074.63436036652
54,"Therapy_B_5","Therapy_B",1731.97854330017
57,"Therapy_B_5","Therapy_B",4129.48325100135
60,"Therapy_B_5","Therapy_B",2753.70870725136
0,"Therapy_B_6","Therapy_B",100.798459863395
3,"Therapy_B_6","Therapy_B",150.275032904796
6,"Therapy_B_6","Therapy_B",206.656570572859
9,"Therapy_B_6","Therapy_B",392.606267593861
12,"Therapy_B_6","Therapy_B",371.786639940737
15,"Therapy_B_6","Therapy_B",587.105540146091
18,"Therapy_B_6","Therapy_B",424.828797738852
21,"Therapy_B_6","Therapy_B",530.717388900668
24,"Therapy_B_6","Therapy_B",618.025932822672
27,"Therapy_B_6","Therapy_B",893.482061478497
30,"Therapy_B_6","Therapy_B",993.201829628528
33,"Therapy_B_6","Therapy_B",998.78492812575
36,"Therapy_B_6","Therapy_B",1811.35740957516
39,"Therapy_B_6","Therapy_B",1917.28984133957
42,"Therapy_B_6","Therapy_B",2179.36626393166
45,"Therapy_B_6","Therapy_B",1755.91520045169
48,"Therapy_B_6","Therapy_B",886.677129848466
51,"Therapy_B_6","Therapy_B",2408.81256163206
54,"Therapy_B_6","Therapy_B",2471.50360309911
57,"Therapy_B_6","Therapy_B",2833.10898656362
60,"Therapy_B_6","Therapy_B",3631.37933805964
0,"Therapy_B_7","Therapy_B",100.673111575573
3,"Therapy_B_7","Therapy_B",67.9161725405267
6,"Therapy_B_7","Therapy_B",183.26978803864
9,"Therapy_B_7","Therapy_B",438.043777142122
12,"Therapy_B_7","Therapy_B",373.396083756445
15,"Therapy_B_7","Therapy_B",311.898185693163
18,"Therapy_B_7","Therapy_B",649.031074473767
21,"Therapy_B_7","Therapy_B",839.138601166936
24,"Therapy_B_7","Therapy_B",1315.18175941758
27,"Therapy_B_7","Therapy_B",1265.01374156655
30,"Therapy_B_7","Therapy_B",1279.13748388618
33,"Therapy_B_7","Therapy_B",877.404867327316
36,"Therapy_B_7","Therapy_B",1782.30184035497
39,"Therapy_B_7","Therapy_B",2431.79760534015
42,"Therapy_B_7","Therapy_B",3288.47749526847
45,"Therapy_B_7","Therapy_B",2602.40913673362
48,"Therapy_B_7","Therapy_B",2313.46746800638
51,"Therapy_B_7","Therapy_B",2546.53735028846
54,"Therapy_B_7","Therapy_B",2718.76049489095
57,"Therapy_B_7","Therapy_B",3379.6035718513
60,"Therapy_B_7","Therapy_B",2721.43206616935
0,"Therapy_B_8","Therapy_B",155.603051997366
3,"Therapy_B_8","Therapy_B",236.457135392964
6,"Therapy_B_8","Therapy_B",255.988113458847
9,"Therapy_B_8","Therapy_B",425.519491400612
12,"Therapy_B_8","Therapy_B",407.972674227783
15,"Therapy_B_8","Therapy_B",328.39523046675
18,"Therapy_B_8","Therapy_B",563.613421267376
21,"Therapy_B_8","Therapy_B",921.725623687288
24,"Therapy_B_8","Therapy_B",782.37323789448
27,"Therapy_B_8","Therapy_B",1252.28956777437
30,"Therapy_B_8","Therapy_B",2198.11145823291
33,"Therapy_B_8","Therapy_B",1834.43710562919
36,"Therapy_B_8","Therapy_B",1836.51053973575
39,"Therapy_B_8","Therapy_B",2116.83514838505
42,"Therapy_B_8","Therapy_B",2753.53034334265
45,"Therapy_B_8","Therapy_B",3015.04836080216
48,"Therapy_B_8","Therapy_B",3401.18167043314
51,"Therapy_B_8","Therapy_B",3273.06920732395
54,"Therapy_B_8","Therapy_B",1982.3397624957
57,"Therapy_B_8","Therapy_B",2696.16010476924
60,"Therapy_B_8","Therapy_B",2553.29305581289
0,"Therapy_B_9","Therapy_B",119.966264607151
3,"Therapy_B_9","Therapy_B",133.33727608689
6,"Therapy_B_9","Therapy_B",199.592166380712
9,"Therapy_B_9","Therapy_B",331.27516229513
12,"Therapy_B_9","Therapy_B",347.195123750566
15,"Therapy_B_9","Therapy_B",512.701199236478
18,"Therapy_B_9","Therapy_B",667.29369959738
21,"Therapy_B_9","Therapy_B",1008.9697880414
24,"Therapy_B_9","Therapy_B",808.604510258813
27,"Therapy_B_9","Therapy_B",830.39824035461
30,"Therapy_B_9","Therapy_B",1502.79030379124
33,"Therapy_B_9","Therapy_B",1228.34727194921
36,"Therapy_B_9","Therapy_B",1357.46112943659
39,"Therapy_B_9","Therapy_B",2460.79787263294
42,"Therapy_B_9","Therapy_B",1496.12304305611
45,"Therapy_B_9","Therapy_B",2640.7015997662
48,"Therapy_B_9","Therapy_B",3319.58143982717
51,"Therapy_B_9","Therapy_B",2588.25442674923
54,"Therapy_B_9","Therapy_B",4127.86236797884
57,"Therapy_B_9","Therapy_B",2314.5023152813
60,"Therapy_B_9","Therapy_B",2648.85880809482
0,"Therapy_B_10","Therapy_B",69.2108658530559
3,"Therapy_B_10","Therapy_B",103.632208062699
6,"Therapy_B_10","Therapy_B",101.133941161184
9,"Therapy_B_10","Therapy_B",208.969146740486
12,"Therapy_B_10","Therapy_B",287.568552196062
15,"Therapy_B_10","Therapy_B",379.206119097105
18,"Therapy_B_10","Therapy_B",398.08438844157
21,"Therapy_B_10","Therapy_B",612.606946378858
24,"Therapy_B_10","Therapy_B",399.563224408389
27,"Therapy_B_10","Therapy_B",956.544342426419
30,"Therapy_B_10","Therapy_B",1380.05193144934
33,"Therapy_B_10","Therapy_B",1300.18929600011
36,"Therapy_B_10","Therapy_B",1050.48597359912
39,"Therapy_B_10","Therapy_B",1526.64997307504
42,"Therapy_B_10","Therapy_B",2113.69080133521
45,"Therapy_B_10","Therapy_B",2045.57320172817
48,"Therapy_B_10","Therapy_B",1820.15505205568
51,"Therapy_B_10","Therapy_B",1863.05002002309
54,"Therapy_B_10","Therapy_B",2627.21465985476
57,"Therapy_B_10","Therapy_B",1937.20004056445
60,"Therapy_B_10","Therapy_B",2059.13228607636
0,"Therapy_B_11","Therapy_B",131.413778014885
3,"Therapy_B_11","Therapy_B",213.950161536545
6,"Therapy_B_11","Therapy_B",285.266795847795
9,"Therapy_B_11","Therapy_B",315.385123289279
12,"Therapy_B_11","Therapy_B",349.741265934886
15,"Therapy_B_11","Therapy_B",385.199364367904
18,"Therapy_B_11","Therapy_B",328.050692055681
21,"Therapy_B_11","Therapy_B",1026.09840381077
24,"Therapy_B_11","Therapy_B",1207.81193575174
27,"Therapy_B_11","Therapy_B",823.704824852011
30,"Therapy_B_11","Therapy_B",1412.21118386689
33,"Therapy_B_11","Therapy_B",1773.41931502019
36,"Therapy_B_11","Therapy_B",2450.0501180206
39,"Therapy_B_11","Therapy_B",1780.27297360335
42,"Therapy_B_11","Therapy_B",2017.9492310434
45,"Therapy_B_11","Therapy_B",2082.58922369287
48,"Therapy_B_11","Therapy_B",3312.43845105115
51,"Therapy_B_11","Therapy_B",3155.07248412161
54,"Therapy_B_11","Therapy_B",2140.10868841531
57,"Therapy_B_11","Therapy_B",3308.51839166865
60,"Therapy_B_11","Therapy_B",1895.61574420893
0,"Therapy_B_12","Therapy_B",69.1166259519394
3,"Therapy_B_12","Therapy_B",95.9688373979839
6,"Therapy_B_12","Therapy_B",113.509972310703
9,"Therapy_B_12","Therapy_B",179.00062848575
12,"Therapy_B_12","Therapy_B",267.650991343347
15,"Therapy_B_12","Therapy_B",496.450846592055
18,"Therapy_B_12","Therapy_B",385.756764506027
21,"Therapy_B_12","Therapy_B",823.422811347444
24,"Therapy_B_12","Therapy_B",1100.79544525392
27,"Therapy_B_12","Therapy_B",1163.21285066704
30,"Therapy_B_12","Therapy_B",1025.47617490608
33,"Therapy_B_12","Therapy_B",762.620035629782
36,"Therapy_B_12","Therapy_B",1870.12603122474
39,"Therapy_B_12","Therapy_B",1480.18066178183
42,"Therapy_B_12","Therapy_B",3057.11547868121
45,"Therapy_B_12","Therapy_B",2329.42227878845
48,"Therapy_B_12","Therapy_B",2517.06338218468
51,"Therapy_B_12","Therapy_B",1896.98235096775
54,"Therapy_B_12","Therapy_B",2134.06831272369
57,"Therapy_B_12","Therapy_B",1892.89449338827
60,"Therapy_B_12","Therapy_B",2854.56210847961
0,"Therapy_B_13","Therapy_B",85.3717135786565
3,"Therapy_B_13","Therapy_B",140.181580925031
6,"Therapy_B_13","Therapy_B",192.42844468804
9,"Therapy_B_13","Therapy_B",341.764122341462
12,"Therapy_B_13","Therapy_B",223.928038396407
15,"Therapy_B_13","Therapy_B",391.024127258833
18,"Therapy_B_13","Therapy_B",365.9057837671
21,"Therapy_B_13","Therapy_B",607.158808162432
24,"Therapy_B_13","Therapy_B",716.218747922108
27,"Therapy_B_13","Therapy_B",1037.58724605291
30,"Therapy_B_13","Therapy_B",638.760947605919
33,"Therapy_B_13","Therapy_B",1419.50824083182
36,"Therapy_B_13","Therapy_B",1504.79227366405
39,"Therapy_B_13","Therapy_B",1640.07578925026
42,"Therapy_B_13","Therapy_B",1282.01978935381
45,"Therapy_B_13","Therapy_B",1691.77242262053
48,"Therapy_B_13","Therapy_B",1485.32892596337
51,"Therapy_B_13","Therapy_B",2709.48146607819
54,"Therapy_B_13","Therapy_B",2913.80031180024
57,"Therapy_B_13","Therapy_B",2048.15092186875
60,"Therapy_B_13","Therapy_B",3834.40341729299
0,"Therapy_B_14","Therapy_B",79.7987677718409
3,"Therapy_B_14","Therapy_B",87.0869376463484
6,"Therapy_B_14","Therapy_B",203.50491597219
9,"Therapy_B_14","Therapy_B",169.877405656146
12,"Therapy_B_14","Therapy_B",268.433567405879
15,"Therapy_B_14","Therapy_B",309.706231099354
18,"Therapy_B_14","Therapy_B",570.226756286516
21,"Therapy_B_14","Therapy_B",638.515744735363
24,"Therapy_B_14","Therapy_B",686.088023798554
27,"Therapy_B_14","Therapy_B",1054.69607753492
30,"Therapy_B_14","Therapy_B",968.549536872889
33,"Therapy_B_14","Therapy_B",989.030308805085
36,"Therapy_B_14","Therapy_B",1117.1210411393
39,"Therapy_B_14","Therapy_B",1831.54614048104
42,"Therapy_B_14","Therapy_B",2237.90825592554
45,"Therapy_B_14","Therapy_B",3267.33614878688
48,"Therapy_B_14","Therapy_B",1991.81222186778
51,"Therapy_B_14","Therapy_B",3349.33065747107
54,"Therapy_B_14","Therapy_B",2316.16396890213
57,"Therapy_B_14","Therapy_B",1688.45900147161
60,"Therapy_B_14","Therapy_B",2730.36519384873
0,"Therapy_B_15","Therapy_B",80.7973224236905
3,"Therapy_B_15","Therapy_B",132.697855556242
6,"Therapy_B_15","Therapy_B",106.714869660936
9,"Therapy_B_15","Therapy_B",192.795547995508
12,"Therapy_B_15","Therapy_B",414.558250367579
15,"Therapy_B_15","Therapy_B",183.67180383561
18,"Therapy_B_15","Therapy_B",528.917917868566
21,"Therapy_B_15","Therapy_B",442.404605952109
24,"Therapy_B_15","Therapy_B",673.580415132189
27,"Therapy_B_15","Therapy_B",946.067384653257
30,"Therapy_B_15","Therapy_B",968.902886206546
33,"Therapy_B_15","Therapy_B",1948.13502235568
36,"Therapy_B_15","Therapy_B",985.098903853596
39,"Therapy_B_15","Therapy_B",2165.61361361539
42,"Therapy_B_15","Therapy_B",1625.10189433608
45,"Therapy_B_15","Therapy_B",1606.63796055052
48,"Therapy_B_15","Therapy_B",1267.93396976117
51,"Therapy_B_15","Therapy_B",1308.94714337307
54,"Therapy_B_15","Therapy_B",1123.2904161726
57,"Therapy_B_15","Therapy_B",1896.99013219584
60,"Therapy_B_15","Therapy_B",3099.93389150198
0,"Therapy_B_16","Therapy_B",84.25670333692
3,"Therapy_B_16","Therapy_B",145.598560311187
6,"Therapy_B_16","Therapy_B",194.691137199637
9,"Therapy_B_16","Therapy_B",281.590922510241
12,"Therapy_B_16","Therapy_B",320.656070652201
15,"Therapy_B_16","Therapy_B",396.381759843557
18,"Therapy_B_16","Therapy_B",346.283685995881
21,"Therapy_B_16","Therapy_B",730.886353628593
24,"Therapy_B_16","Therapy_B",351.171270325838
27,"Therapy_B_16","Therapy_B",1040.4634069693
30,"Therapy_B_16","Therapy_B",1513.96132396567
33,"Therapy_B_16","Therapy_B",1086.91872794345
36,"Therapy_B_16","Therapy_B",1438.92897600194
39,"Therapy_B_16","Therapy_B",1093.11953833179
42,"Therapy_B_16","Therapy_B",1654.54465330652
45,"Therapy_B_16","Therapy_B",1551.02905802844
48,"Therapy_B_16","Therapy_B",3313.22643599306
51,"Therapy_B_16","Therapy_B",2170.62015144991
